Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
KC149991,Classical swine fever virus,GenBank,set:KC149991,"Jeoung,H.Y., Lim,J.A., Lim,S.I., Kim,J.J., Song,J.Y., Hyun,B.H., Kim,Y.K., An,D.J., Jeoung,H., Lim,J., Lim,S., Kim,J., Song,J., Hyun,B., Pena,R.D., An,D.","Animal, Plant and Fisheries Quarantine and Inspection Agency, Viral Disease Division",Korea,2013-02-16,,Pestivirus suis,12295,complete,South Korea,,Sus scrofa,,2011
HV932180,Bovine viral diarrhea virus 1,GenBank,set:HV932180,"Leonard,M., Mccarthy,K., Hone,M., Heller-harrison,R.",,,2012-11-15,,Pestivirus bovis,12573,partial,,,,,
JX469119,Bovine viral diarrhea virus 3,GenBank,set:JX469119,"Mao,L., Li,W., Zhang,W., Yang,L., Jiang,J.","Jiangsu Academy of Agricultural Sciences, Institute of Veterinary Medicine",China,2012-10-14,,Pestivirus brazilense,12145,complete,China,,,,2012-04-01
JX428945,Aydin-like pestivirus,GenBank,set:JX428945,"Becher,P., Schmeiser,S., Oguzoglu,T.C., Postel,A.","Institute of Virology, Department of Infectious Diseases, University of Veterinary Medicine Hannover",Germany,2012-09-30,,Pestivirus aydinense,12292,complete,Turkey,,Ovis aries,,2004
JX262391,Classical swine fever virus,GenBank,set:JX262391,"Jiang,D.L., Liu,G.H., Gong,W.J., Li,R.C., Hu,Y.F., Tu,C., Yu,X.L., Tu,C.C., Ge,M.","Hunan Agricultural University, College of Veterinary Medicine",,2012-09-16,,Pestivirus suis,12296,complete,China,,Sus scrofa,,2011-03
JX218094,Classical swine fever virus,GenBank,set:JX218094,"Jiang,D.L., Liu,G.H., Gong,W.J., Li,R.C., Hu,Y.F., Tu,C., Yu,X.L., Ge,M., Tu,C.C.","Hunan Agricultural University, College of Veterinary Medicine",,2012-09-09,,Pestivirus suis,12296,complete,China,,Sus scrofa,,2012-05
JQ612704,Bovine viral diarrhea virus 3,GenBank,set:JQ612704,"Decaro,N., Mari,V., Pinto,P., Lucente,M.S., Sciarretta,R., Cirone,F., Colaianni,M.L., Elia,G., Thiel,H.J., Buonavoglia,C.","Faculty of Veterinary Medicine of Bari, University of Bari, Department of Veterinary Public Health",Italy,2012-07-15,,Pestivirus brazilense,12243,complete,Italy,,Bos taurus,lung,2010-03
JQ612705,Bovine viral diarrhea virus 3,GenBank,set:JQ612705,"Decaro,N., Mari,V., Pinto,P., Lucente,M.S., Sciarretta,R., Cirone,F., Colaianni,M.L., Elia,G., Thiel,H.J., Buonavoglia,C.","Faculty of Veterinary Medicine of Bari, University of Bari, Department of Veterinary Public Health",Italy,2012-07-15,,Pestivirus brazilense,12549,complete,Italy,,Bos taurus,lung,2010-03
JQ799141,Bovine viral diarrhea virus 1,GenBank,set:JQ799141,"Sun,K., Liu,Y.G., Yu,J.F., Wang,W.B., Hu,B.F., Wang,P.P., Feng,Y.Y.","Southwest University for Nationalities, College of Life Science and Technology",China,2012-06-11,,Pestivirus bovis,12214,complete,China: Sichuan,,Bos grunniens,,2010-12-31
JQ418633,Bovine viral diarrhea virus 1,GenBank,set:JQ418633,"Hyun,B.-H., Joo,S.-K., Kim,J., Lim,S.-I., Cho,H.-S.","Animal Plant and Fisheries Quarantine and Inspection Agency, Viral Disease Division",,2012-05-07,08GB44-1,Pestivirus bovis,11733,partial,South Korea,,Bos taurus,,
JQ418634,Bovine viral diarrhea virus 1,GenBank,set:JQ418634,"Hyun,B.-H., Joo,S.-K., Kim,J., Lim,S.-I., Cho,H.-S.","Animal Plant and Fisheries Quarantine and Inspection Agency, Viral Disease Division",,2012-05-07,08GB45-2,Pestivirus bovis,11697,partial,South Korea,,Bos taurus,,
JQ418635,Bovine viral diarrhea virus 2,GenBank,set:JQ418635,"Hyun,B.-H., Joo,S.-K., Kim,J., Lim,S.-I., Cho,H.-S.","Animal Plant and Fisheries Quarantine and Inspection Agency, Viral Disease Division",,2012-05-07,08Q723,Pestivirus tauri,11694,partial,South Korea,,Bos taurus,,
JQ861548,Classical swine fever virus,GenBank,set:JQ861548,"Tomar,N., Arya,R.S., Gupta,A., Saikumar,G.","Indian Veternary Research Institute, Pathology",India,2012-04-18,CSFV-UP-GZ-NVD-11,Pestivirus suis,12298,complete,India,,Sus scrofa domesticus,"spleen, abdominal cavity",2011-11
JF714967,Bovine viral diarrhea virus 2,GenBank,set:JF714967,"Liu,H., Li,Y., Gao,M., Wen,K., Jia,Y., Liu,X., Zhang,W., Ma,B., Wang,J., Wang,J.W.","Northeast Agricultural University in China, Department of Preventive Veterinary Medicine",China,2012-03-31,,Pestivirus tauri,12284,complete,China,,Bos taurus,,2011-03
JQ268754,Classical swine fever virus,GenBank,set:JQ268754,"Yang,R., Gao,P., Wang,J.","Northwest A&F University, College of Veterinary Medicine",China,2012-03-26,,Pestivirus suis,12296,complete,China,,Sus scrofa,,2010-11-20
JN380080,Bovine viral diarrhea virus 1a,GenBank,set:JN380080,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus bovis,11697,partial,USA,,,,
JN380081,Bovine viral diarrhea virus 2,GenBank,set:JN380081,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus tauri,11694,partial,USA,,,,
JN380082,Bovine viral diarrhea virus 2,GenBank,set:JN380082,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus tauri,11694,partial,USA,,,,
JN380083,Bovine viral diarrhea virus 1b,GenBank,set:JN380083,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus bovis,11697,partial,USA,,,,
JN380084,Bovine viral diarrhea virus 2,GenBank,set:JN380084,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus tauri,11694,partial,USA,,,,
JN380085,Bovine viral diarrhea virus 2,GenBank,set:JN380085,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus tauri,11694,partial,USA,,,,
JN380086,Bovine viral diarrhea virus 2,GenBank,set:JN380086,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus tauri,11694,partial,USA,,,,
JN380087,Bovine viral diarrhea virus 2,GenBank,set:JN380087,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus tauri,11694,partial,USA,,,,
JN380088,Bovine viral diarrhea virus 1b,GenBank,set:JN380088,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus bovis,11658,partial,USA,,,,
JN380089,Bovine viral diarrhea virus 1b,GenBank,set:JN380089,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus bovis,11658,partial,USA,,,,
JN380090,Bovine viral diarrhea virus 2,GenBank,set:JN380090,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, Ruminant Diseases and Immunology Research Unit",USA,2012-03-04,,Pestivirus tauri,11694,partial,USA,,,,
JN704144,Bovine viral diarrhea virus 1b,GenBank,set:JN704144,"He,Y.H., Huang,X., Bo,X.W., Wang,X.H.","Xinjiang Academy of Agricultural Reclamation, Key Laboratory of Sheep Reproduction Biology of Bingtuan",China,2012-02-15,3156,Pestivirus bovis,12302,complete,China,,Bos taurus,,
JN644055,Bovine viral diarrhea virus 1b,GenBank,set:JN644055,"He,H.Y., Huang,X., Bo,X.W., Zhong,F.G., Han,M.L., Wang,X.H.","Xinjiang Academy of Agricultural Reclamation, Key Laboratory of Sheep Reproduction Biology of Bingtuan",,2012-01-30,,Pestivirus bovis,11697,partial,China: XinJiang,,Bos taurus,,2011-01-08
JA693668,Classical swine fever virus,GenBank,set:JA693668,"HOFFMANN,B., LEIFER,I., BEER,M., GAUNITZ,C.",,,2012-01-08,,Pestivirus suis,12301,partial,,,,,
JN400273,Bovine viral diarrhea virus 1,GenBank,set:JN400273,"Deng,Y., Shan,T.L., Tong,W., Zheng,X.C., Guo,Y.Y., Zheng,H., Cao,S.J., Wen,X.T., Tong,G.Z., Sun,C.Q., Yuan,S.S.","Shanghai Veterinary Research Institute, CAAS, Department of Swine Infectious Diseases",China,2011-12-25,SD0803,Pestivirus bovis,12271,complete,China,,Sus scrofa,,2008-08-26
JA672670,Classical swine fever virus,GenBank,set:JA672670,"HOFFMANN,B., LEIFER,I., BEER,M., GAUNITZ,C.",,,2011-12-11,,Pestivirus suis,12301,partial,,,,,
HQ231763,Bovine viral diarrhea virus 3,GenBank,set:HQ231763,"Decaro,N., Lucente,M.S., Mari,V., Cirone,F., Cordioli,P., Camero,M., Sciarretta,R., Losurdo,M., Lorusso,E., Buonavoglia,C.","Faculty of Veterinary Medicine of Bari, Department of Veterinary Public Health",Italy,2011-08-20,,Pestivirus brazilense,12104,complete,Italy,,Bos taurus,lung,2010-01
HV202174,Bovine viral diarrhea virus 1,GenBank,set:HV202174,"Kao,K., Shepherd,M.G.",,,2011-07-15,,Pestivirus bovis,14078,partial,,,,,
HV302650,Bovine viral diarrhea virus 1,GenBank,set:HV302650,"Elbers,K., Meyer,C., Freyburg,M.V., Meyers,G.",,,2011-07-15,,Pestivirus bovis,12332,partial,,,,,
HQ148061,Classical swine fever virus,GenBank,set:HQ148061,"Leifer,I., Hoeper,D., Blome,S., Beer,M., Ruggli,N., Hoffmann,B.","Institut fuer Virusdiagnostik, Friedrich-Loeffler-Institut",Germany,2011-07-12,,Pestivirus suis,12295,complete,Croatia: Novska,,Sus scrofa domesticus,,2002
HQ148062,Classical swine fever virus,GenBank,set:HQ148062,"Leifer,I., Hoeper,D., Blome,S., Beer,M., Ruggli,N., Hoffmann,B.","Institut fuer Virusdiagnostik, Friedrich-Loeffler-Institut",Germany,2011-07-12,,Pestivirus suis,12296,complete,Bulgaria: Jambul,,Sus scrofa domesticus,,2007
HQ148063,Classical swine fever virus,GenBank,set:HQ148063,"Leifer,I., Hoeper,D., Blome,S., Beer,M., Ruggli,N., Hoffmann,B.","Institut fuer Virusdiagnostik, Friedrich-Loeffler-Institut",Germany,2011-07-12,,Pestivirus suis,12296,complete,Lithuania: Penevezys,,Sus scrofa domesticus,,2009
HQ380231,Classical swine fever virus,GenBank,set:HQ380231,"Shen,H., Pei,J., Bai,J., Zhao,M., Ju,C., Yi,L., Kang,Y., Zhang,X., Chen,L., Li,Y., Wang,J., Chen,J.","South China Agricultural University, College of Veterinary Medicine",China,2011-04-04,CSFV-GZ-2009,Pestivirus suis,12298,complete,China: Guangzhou,,Sus scrofa,"spleen, abdominal cavity",2009
HQ174292,Bovine viral diarrhea virus 1a,GenBank,set:HQ174292,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,180,Pestivirus bovis,11697,partial,USA,,Bos taurus,,
HQ174293,Bovine viral diarrhea virus 1a,GenBank,set:HQ174293,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,8844,Pestivirus bovis,11697,partial,USA,,Bos taurus,,
HQ174294,Bovine viral diarrhea virus 1b,GenBank,set:HQ174294,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,526,Pestivirus bovis,11697,partial,USA,,Bos taurus,,
HQ174295,Bovine viral diarrhea virus 1b,GenBank,set:HQ174295,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,8824,Pestivirus bovis,11697,partial,USA,,Bos taurus,,
HQ174296,Bovine viral diarrhea virus 1b,GenBank,set:HQ174296,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,8830,Pestivirus bovis,11697,partial,USA,,Bos taurus,,
HQ174297,Bovine viral diarrhea virus 2,GenBank,set:HQ174297,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,446,Pestivirus tauri,11694,partial,USA,,Bos taurus,,
HQ174298,Bovine viral diarrhea virus 2,GenBank,set:HQ174298,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,8827,Pestivirus tauri,11694,partial,USA,,Bos taurus,,
HQ174299,Bovine viral diarrhea virus 2,GenBank,set:HQ174299,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,8831,Pestivirus tauri,11694,partial,USA,,Bos taurus,,
HQ174300,Bovine viral diarrhea virus 2,GenBank,set:HQ174300,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,8833,Pestivirus tauri,11694,partial,USA,,Bos taurus,,
HQ174301,Bovine viral diarrhea virus 2,GenBank,set:HQ174301,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,IAF-103,Pestivirus tauri,11742,partial,Canada: Quebec,,,,
HQ174302,Bovine viral diarrhea virus 2,GenBank,set:HQ174302,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,793,Pestivirus tauri,11742,partial,USA: Indiana,IN,,,
HQ174303,Bovine viral diarrhea virus 2,GenBank,set:HQ174303,"Neill,J.D., Newcomer,B.W., Marley,S.D., Ridpath,J.F., Givens,M.D.","National Animal Disease Center, USDA, ARS, Ruminant Diseases and Immunology Research Unit",USA,2011-02-15,37621,Pestivirus tauri,11742,partial,USA: Iowa,IA,,,
HQ258810,Bovine viral diarrhea virus 2,GenBank,set:HQ258810,"Tao,J., Wang,Y., Wang,J., Wang,J.Y., Zhu,G.Q., Zhu,L., Zhu,G.","Yangzhou University, College of Veterinary Medicine",China,2010-11-17,,Pestivirus tauri,12279,complete,China,,Sus scrofa,,2009-08-30
HI516623,Classical swine fever virus,GenBank,set:HI516623,"Borca,M.V., Risatti,G.R.",,,2010-11-02,,Pestivirus suis,12357,partial,,,,,
HM237795,Classical swine fever virus,GenBank,set:HM237795,"Leifer,I., Hoffmann,B., Hoper,D., Bruun Rasmussen,T., Blome,S., Strebelow,G., Horeth-Bontgen,D., Staubach,C., Beer,M., Hoeper,D.","Friedrich-Loeffler-Institut, NRL for CSFV",Germany,2010-09-21,,Pestivirus suis,12298,complete,Czech Republic: Koslov,,Sus scrofa domesticus,,
GU270877,Border disease virus,GenBank,set:GU270877,"Vilcek,S., Willoughby,K., Nettleton,P., Becher,P.","University of Veterinary Medicine, Institute of Virology",Germany,2010-07-28,,Pestivirus ovis,12305,complete,Andorra,,Rupicapra rupicapra,,2002-08
GQ902940,Border disease virus,GenBank,set:GQ902940,"Rasmussen,T.B., Reimann,I., Uttenthal,A., Leifer,I., Depner,K., Schirrmeier,H., Beer,M.","DTU National Veterinary Institute, Department of Virology",Denmark,2010-06-15,,Pestivirus ovis,12326,complete,,,,,
GQ902941,Classical swine fever virus,GenBank,set:GQ902941,"Rasmussen,T.B., Reimann,I., Uttenthal,A., Leifer,I., Depner,K., Schirrmeier,H., Beer,M.","DTU National Veterinary Institute, Department of Virology",Denmark,2010-06-15,,Pestivirus suis,12296,complete,,,,,
AB567658,Bovine viral diarrhea virus 2,GenBank,set:AB567658,"Tamura,T., Kida,H., Sakoda,Y., Okamatsu,M., Jizou,M.","Graduate School of Veterinary Medicine; kita-ku,kita18 nishi9, Sapporo, Hokkaido 060-0818",Japan,2010-06-12,,Pestivirus tauri,12286,complete,,,,,
GU233731,Classical swine fever virus,GenBank,set:GU233731,"Leifer,I., Hoffmann,B., Hoper,D., Bruun Rasmussen,T., Blome,S., Strebelow,G., Horeth-Bontgen,D., Staubach,C., Beer,M., Hoeper,D., Rasmussen,T.B., Strebelow,H.G.","Friedrich-Loeffler-Institut, NRL for CSFV",Germany,2010-06-01,CSF857,Pestivirus suis,12297,complete,Germany,,Sus scrofa domesticus,,2006
GU233732,Classical swine fever virus,GenBank,set:GU233732,"Leifer,I., Hoffmann,B., Hoper,D., Bruun Rasmussen,T., Blome,S., Strebelow,G., Horeth-Bontgen,D., Staubach,C., Beer,M., Hoeper,D., Rasmussen,T.B., Strebelow,H.G.","Friedrich-Loeffler-Institut, NRL for CSFV",Germany,2010-06-01,XXX0608,Pestivirus suis,12297,complete,Germany,,Sus scrofa,,2005
GU233733,Classical swine fever virus,GenBank,set:GU233733,"Leifer,I., Hoffmann,B., Hoper,D., Bruun Rasmussen,T., Blome,S., Strebelow,G., Horeth-Bontgen,D., Staubach,C., Beer,M., Hoeper,D., Rasmussen,T.B., Strebelow,H.G.","Friedrich-Loeffler-Institut, NRL for CSFV",Germany,2010-06-01,CSF1046,Pestivirus suis,12297,complete,Germany,,Sus scrofa,,2009
GU233734,Classical swine fever virus,GenBank,set:GU233734,"Leifer,I., Hoffmann,B., Hoper,D., Bruun Rasmussen,T., Blome,S., Strebelow,G., Horeth-Bontgen,D., Staubach,C., Beer,M., Hoeper,D., Rasmussen,T.B., Strebelow,H.G.","Friedrich-Loeffler-Institut, NRL for CSFV",Germany,2010-06-01,CSF1045,Pestivirus suis,12297,complete,Germany,,Sus scrofa,,2009
GU324242,Classical swine fever virus,GenBank,set:GU324242,"Leifer,I., Hoffmann,B., Hoper,D., Bruun Rasmussen,T., Blome,S., Strebelow,G., Horeth-Bontgen,D., Staubach,C., Beer,M., Hoeper,D., Rasmussen,T.B.","Friedrich-Loeffler-Institut, NRL for CSFV",Germany,2010-06-01,,Pestivirus suis,12297,complete,Germany: Uelzen,,Sus scrofa,,2004
HM175885,Classical swine fever virus,GenBank,set:HM175885,"Chen,N., Tong,C., Li,D., Wan,J., Yuan,X., Li,X., Peng,J., Fang,W.","Institute of Preventive Veterinary Medicine, College of Animal Science",China,2010-05-30,,Pestivirus suis,12311,complete,China,,Sus scrofa,,2008
GU592790,Classical swine fever virus,GenBank,set:GU592790,"Yang,R., Zhang,Z., Wang,J., Gao,P., Li,L., Zhu,Z., Li,X.","Northwest A&F University, College of Veterinary Medicine",China,2010-03-14,,Pestivirus suis,12296,complete,China,,Sus scrofa,,2009-10-20
EF100713,Porcine pestivirus isolate Bungowannah,GenBank,set:EF100713,"Kirkland,P.D., Frost,M.J., Finlaison,D.S., King,K.R., Gu,X.","DPI, Virology",Australia,2009-12-30,Bungowannah,Pestivirus australiaense,12656,complete,Australia,,,,
HC025131,Bovine viral diarrhea virus 1,GenBank,set:HC025131,"Mccarthy,K., Hone,M., Heller-Harrison,R., Leonard,M.",,,2009-10-16,,Pestivirus bovis,12573,partial,,,,,
GQ923951,Classical swine fever virus,GenBank,set:GQ923951,"Li,L., Zhang,Z., Chen,D., Li,X., Cheng,W., Zhu,Z., Yang,R.","China Animal Health and Epidemiology Center, Laboratory of Animal Epidemiological Surveillence",China,2009-10-12,,Pestivirus suis,12296,complete,China,,Sus scrofa,,2009-03-10
GQ888686,Bovine viral diarrhea virus 2,GenBank,set:GQ888686,"Li,Q., Miao,L., Liu,Y., Li,H., Zhang,G.","Institute of Special Wild Economic Animal and Plant Sciences, Chinese Academy of Agricultural Sciences, Department of Preventive Veterinary",China,2009-10-10,JZ05-1,Pestivirus tauri,12285,complete,China,,Bos taurus,,2005-08-01
FJ040215,Bovine viral diarrhea virus 3 Th/04_KhonKaen,GenBank,set:FJ040215,"Liu,L., Kampa,J., Belak,S., Baule,C.","Swedish University of Agricultural Sciences, Department of Biomedical Sciences and Veterinary Public Health",Sweden,2009-06-17,,Pestivirus brazilense,12337,complete,Thailand,,Bos taurus,,2004
GQ122383,Classical swine fever virus,GenBank,set:GQ122383,"Zhu,X.-F., Wu,X.-J.","Xianyang Vocational Technical College, Department of Biology Science & Technology",China,2009-06-15,,Pestivirus suis,12295,complete,China: Shaanxi,,Sus scrofa,"spleen, abdominal cavity",2006-03
FJ527854,Bovine viral diarrhea virus 2,GenBank,set:FJ527854,"Zhu,L., Lin,Y., Ding,X., Zhang,G., Zhu,G.","Yangzhou University, College of Veterinary Medicine",China,2009-05-13,,Pestivirus tauri,12284,complete,China,,Bos taurus,,2004-12-08
DM056973,Classical swine fever virus,GenBank,set:DM056973,"Hoffman,B., Beer,M., Depuna,K.",,,2009-03-30,,Pestivirus suis,12298,partial,,,,,
EU789580,Classical swine fever virus,GenBank,set:EU789580,"Park,G.-S., Song,J.-Y., Lim,S.-I.","NVRQS, Virology Division",,2009-02-01,,Pestivirus suis,12298,complete,Japan,,Sus scrofa,,1980-06
EU915211,Classical swine fever virus,GenBank,set:EU915211,"Park,G.S., Lim,S.I., Hong,S.H., Song,J.Y., Park,G.-S., Song,J.-Y., Lim,S.-I., Kim,B.-H.","NVRQS, Virology Division",,2009-02-01,,Pestivirus suis,12298,complete,,,,,
FJ529205,Classical swine fever virus,GenBank,set:FJ529205,"Zheng,H., Yuan,S.","Shanghai Veterinary Research, Swine Infectious Disease",,2009-01-19,,Pestivirus suis,12296,complete,China,,Sus scrofa,,2008-03
